Domain,Area,Element,Item,Year,Price_Unit,Price_Value,Flag,Flag Description
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2007,,51.19,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2007,,58.64,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2007,,59.87,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2007,,39.45,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2007,,28.3,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2007,,51.73,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2008,,64.72,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2008,,59.14,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2008,,71.87,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2008,,39.37,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2008,,64.96,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2008,,49.98,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2008,,66.63,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2008,,48.53,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2008,,78.06,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2008,,55.73,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2008,,69.01,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2008,,58.2,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2008,,69.72,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2008,,71.18,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2008,,73.02,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2008,,30.31,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2008,,74.73,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2009,,69.84,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2009,,71.9,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2009,,77.2,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2009,,44.36,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2009,,70.97,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2009,,60.5,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2009,,83.57,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2009,,55.73,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2009,,93.87,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2009,,61.8,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2009,,63.28,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2009,,71.62,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2009,,74.88,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2009,,76.45,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2009,,69.2,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2009,,24.08,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2009,,79.25,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2010,,76.61,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2010,,80.74,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2010,,98.44,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2010,,46.56,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2010,,76.25,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2010,,64.85,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2010,,89.44,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2010,,58.48,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2010,,105.14,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2010,,65.83,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2010,,76.61,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2010,,63.06,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2010,,95.53,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2010,,97.53,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2010,,70.37,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2010,,30.36,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2010,,80.75,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2011,,82.88,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2011,,80.3,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2011,,106.49,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2011,,78.11,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2011,,80.75,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2011,,74.29,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2011,,77.51,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2011,,61.28,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2011,,71.85,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2011,,121.8,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2011,,82.88,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2011,,90.26,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2011,,84.3,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2011,,86.07,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2011,,76.13,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2011,,85.79,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2011,,87.26,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2012,,86.27,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2012,,84.9,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2012,,110.84,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2012,,77.06,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2012,,85.92,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2012,,79.93,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2012,,79.14,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2012,,64.79,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2012,,75.77,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2012,,129.01,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2012,,86.27,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2012,,86.27,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2012,,87.28,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2012,,89.11,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2012,,79.24,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2012,,91.74,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2012,,90.39,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2013,,91.94,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2013,,87.78,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2013,,118.13,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2013,,82.12,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2013,,90.59,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2013,,81.54,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2013,,86.63,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2013,,67.8,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2013,,81.49,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2013,,87.3,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2013,,91.94,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2013,,91.94,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2013,,89.75,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2013,,91.64,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2013,,84.45,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2013,,86.3,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2013,,92.93,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2014,,98.68,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2014,,92.7,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2014,,126.79,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2014,,88.14,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2014,,95.39,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2014,,89.42,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2014,,92.58,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2014,,75.8,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2014,,91.06,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2014,,94.0,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2014,,98.68,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2014,,98.68,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2014,,102.22,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2014,,104.36,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2014,,90.64,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2014,,92.66,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2014,,100.17,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2015,,99.47,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2015,,101.93,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2015,,127.8,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2015,,88.85,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2015,,98.19,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2015,,100.18,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2015,,97.51,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2015,,85.32,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2015,,86.73,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2015,,99.81,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2015,,99.47,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2015,,99.47,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2015,,94.67,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2015,,96.66,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2015,,91.37,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2015,,102.9,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2015,,100.17,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2016,,101.86,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2016,,105.37,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2016,,45.41,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2016,,123.01,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2016,,106.41,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2016,,110.4,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2016,,109.92,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2016,,138.89,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2016,,122.21,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2016,,106.18,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2016,,101.86,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2016,,101.86,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2016,,103.11,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2016,,98.98,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2016,,117.99,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2016,,104.44,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2016,,99.66,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2017,,104.49,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2017,,107.96,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2017,,44.31,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2017,,168.39,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2017,,111.07,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2017,,110.4,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2017,,73.28,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2017,,92.59,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2017,,122.21,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2017,,106.18,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2017,,104.49,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2017,,104.49,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2017,,86.07,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2017,,101.54,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2017,,66.63,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2017,,107.14,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2017,,93.34,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Bananas,2018,,107.78,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Cassava,2018,,115.23,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Eggs, hen, in shell",2018,,48.23,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Garlic,2018,,142.65,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Maize,2018,,117.77,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, cattle",2018,,127.33,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, chicken",2018,,72.96,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, duck",2018,,104.71,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, goat",2018,,142.69,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, pig",2018,,112.85,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Meat, sheep",2018,,107.78,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Milk, whole fresh cow",2018,,107.78,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Oil palm fruit,2018,,75.99,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Oil, palm",2018,,104.73,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Onions, dry",2018,,136.92,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),"Rice, paddy",2018,,110.51,Fc,Calculated data
Producer Prices,Indonesia,Producer Price Index (2014-2016 = 100),Soybeans,2018,,99.22,Fc,Calculated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Bananas,2000,USD,278.9,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Maize,2000,USD,66.6,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, cattle",2000,USD,627.2,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, chicken",2000,USD,1101.5,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, duck",2000,USD,1582.2,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, goat",2000,USD,822.8,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Rice, paddy",2000,USD,107.8,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Soybeans,2000,USD,289.1,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Bananas,2001,USD,279.2,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Maize,2001,USD,83.2,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, cattle",2001,USD,585.0,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, chicken",2001,USD,1027.3,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, duck",2001,USD,1475.7,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, goat",2001,USD,767.4,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Rice, paddy",2001,USD,100.5,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Soybeans,2001,USD,354.7,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Bananas,2002,USD,268.5,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Maize,2002,USD,84.5,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, cattle",2002,USD,578.8,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, chicken",2002,USD,1016.4,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, duck",2002,USD,1460.0,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, goat",2002,USD,759.3,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Rice, paddy",2002,USD,99.4,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Soybeans,2002,USD,324.2,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, cattle",2003,USD,615.1,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, chicken",2003,USD,1080.2,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, duck",2003,USD,1551.6,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, goat",2003,USD,806.9,Ce,Calculated data based on estimated data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Bananas,2011,USD,427.0,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Cassava,2011,USD,264.5,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Maize,2011,USD,153.1,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, cattle",2011,USD,5168.1,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, chicken",2011,USD,4358.6,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, duck",2011,USD,4234.1,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, goat",2011,USD,3736.0,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, pig",2011,USD,4068.1,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Rice, paddy",2011,USD,288.3,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Soybeans,2011,USD,773.6,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Bananas,2012,USD,487.8,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Cassava,2012,USD,264.9,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Maize,2012,USD,161.2,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, cattle",2012,USD,6028.9,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, chicken",2012,USD,4620.5,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, duck",2012,USD,4620.5,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, goat",2012,USD,4370.8,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Meat, pig",2012,USD,4273.4,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),"Rice, paddy",2012,USD,253.4,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Soybeans,2012,USD,865.0,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Bananas,2013,USD,419.9,,Official data
Producer Prices,Lao People's Democratic Republic,Producer Price (USD/tonne),Cassava,2013,USD,122.6,,Official data
